OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
69938,53,033,029206,1400000US53033029206,53033029206,292.06,King,WA,Washing,"Census Tract 292.06, King County, Washington","4,272.00",460.00,"47,732.00",2.35,0.92,1.95,1.00,0.00,0.14,0.91,0.92,1.97,0.54,0.98,0.86,0.98,0.92,0.92,0.00,4.65,1.00,0.44,0.19,0.20,0.83,0.04,0.79,0.59,0.00,1.38,0.67,0.73,0.73,0.73,9.56,0.98,0.79,0.79,0.79,0.80,0.78,0.81,0.97,0.97,0.76,0.66,5.76,0.93,0.47,0.58,0.72,0.87,2.64,0.92,0.77,0.38,1.15,0.72,10.34,0.97,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.12,0.95,43.27,46.50,100.00,58.66,59.10,8.31,0.00,94.86,30.96,13.78,100.00,71.39,0.00,86.83,67.30,48.77,18.70,8.30,38.80,54.95,12.30,21.40,15.20,23.20,15.80,9.80,8.80,0.10,28.30,11.20,5.70,17.30,11.90,0.29,0.82,0.29,0.64,0.82,"20,932.25","17,409,247.28"
69939,53,033,029303,1400000US53033029303,53033029303,293.03,King,WA,Washing,"Census Tract 293.03, King County, Washington","7,460.00",461.00,"4,576.00",1.19,0.46,1.19,0.66,0.00,0.13,0.87,0.87,1.87,0.50,0.00,0.58,0.93,0.78,0.00,0.00,2.29,0.89,0.43,0.13,0.32,0.89,0.05,0.43,0.55,0.00,0.98,0.47,0.73,0.73,0.73,6.75,0.65,0.72,0.72,0.72,0.31,0.31,0.26,0.72,0.60,0.22,0.20,2.61,0.31,0.54,0.41,0.56,0.77,2.28,0.73,0.71,0.77,1.48,0.87,7.09,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.04,0.83,40.87,0.00,29.42,4.45,10.25,0.00,0.00,95.81,23.25,12.30,22.41,63.50,0.00,86.78,55.90,20.79,6.30,3.10,18.00,29.44,3.60,8.20,16.30,20.80,13.30,5.20,5.30,1.80,25.90,9.10,6.40,11.60,9.50,0.17,0.31,0.43,0.34,0.23,"7,956.14","3,622,397.81"
69940,53,033,029304,1400000US53033029304,53033029304,293.04,King,WA,Washing,"Census Tract 293.04, King County, Washington","5,416.00",379.00,"2,630.00",0.31,0.04,0.31,0.06,0.00,0.12,0.71,0.80,1.63,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.21,0.60,1.20,0.18,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.72,3.54,0.05,0.68,0.68,0.68,0.20,0.41,0.43,0.40,0.38,0.43,0.07,2.31,0.25,0.43,0.40,0.23,0.78,1.85,0.36,0.00,0.51,0.51,0.25,5.35,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.95,0.59,38.36,0.00,0.00,0.00,0.00,0.00,0.00,100.00,33.43,7.83,0.00,0.00,0.00,86.09,49.50,15.38,8.10,4.30,9.50,22.79,6.00,4.30,14.60,20.70,8.80,5.60,0.00,0.30,22.70,9.00,5.80,11.40,7.90,0.07,0.28,0.31,0.15,0.21,"8,278.94","4,158,732.46"
69941,53,033,029305,1400000US53033029305,53033029305,293.05,King,WA,Washing,"Census Tract 293.05, King County, Washington","4,177.00",362.00,"1,597.00",1.17,0.45,1.17,0.65,0.00,0.13,0.83,0.87,1.83,0.48,0.93,0.71,0.97,0.93,0.00,0.00,3.53,0.99,0.39,0.30,0.37,1.06,0.11,0.56,0.67,0.00,1.23,0.59,0.73,0.73,0.73,8.38,0.91,0.73,0.73,0.73,0.26,0.34,0.62,0.21,0.27,0.18,0.02,1.90,0.17,0.40,0.39,0.34,0.77,1.90,0.41,0.00,0.81,0.81,0.48,5.34,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.04,0.75,40.94,0.84,64.24,43.23,65.48,0.00,0.00,100.00,44.01,11.46,49.39,89.14,0.00,86.83,57.30,18.19,6.80,5.80,6.10,19.88,3.10,2.30,14.10,20.60,10.20,5.10,0.00,2.30,25.90,8.70,6.40,10.90,9.20,0.17,0.21,0.43,0.31,0.16,"6,788.45","2,892,472.73"
69942,53,033,029306,1400000US53033029306,53033029306,293.06,King,WA,Washing,"Census Tract 293.06, King County, Washington","3,756.00",344.00,"2,001.00",0.39,0.06,0.39,0.09,0.00,0.12,0.79,0.83,1.73,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.16,0.35,0.90,0.05,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.72,3.36,0.03,0.66,0.66,0.66,0.10,0.60,0.15,0.37,0.24,0.44,0.37,2.27,0.24,0.54,0.30,0.37,0.90,2.12,0.60,0.88,0.00,0.88,0.54,5.93,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98,0.68,39.35,0.00,0.00,0.00,0.00,0.00,0.00,100.00,27.86,11.75,0.00,0.00,0.00,86.50,47.30,10.38,12.10,2.30,8.90,19.23,6.20,13.00,16.30,19.20,10.70,12.50,18.20,0.00,26.10,8.90,6.80,11.30,9.50,0.18,0.26,0.52,0.34,0.20,"6,438.30","2,558,444.34"
69943,53,033,029307,1400000US53033029307,53033029307,293.07,King,WA,Washing,"Census Tract 293.07, King County, Washington","4,314.00",374.00,"3,420.00",0.30,0.04,0.30,0.06,0.00,0.11,0.65,0.78,1.54,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.34,0.60,1.32,0.28,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.72,3.59,0.05,0.62,0.62,0.62,0.14,0.49,0.04,0.13,0.23,0.29,0.05,1.36,0.09,0.46,0.59,0.20,0.82,2.08,0.57,0.68,0.51,1.18,0.73,5.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.91,0.53,37.81,0.00,0.00,0.00,0.00,0.00,0.00,100.00,47.83,7.89,0.00,0.00,0.00,86.09,42.20,12.13,9.60,1.10,4.50,18.96,4.40,3.50,15.10,23.30,8.40,7.10,4.00,0.30,24.00,9.50,5.80,12.50,8.40,0.10,0.43,0.31,0.21,0.33,"8,040.46","3,873,584.95"
69944,53,033,029403,1400000US53033029403,53033029403,294.03,King,WA,Washing,"Census Tract 294.03, King County, Washington","6,016.00",401.00,"2,429.00",0.82,0.25,0.82,0.37,0.00,0.12,0.81,0.84,1.78,0.46,0.00,0.52,0.00,0.63,0.00,0.00,1.15,0.57,0.39,0.16,0.27,0.82,0.03,0.00,0.45,0.00,0.45,0.15,0.73,0.73,0.73,4.92,0.24,0.76,0.76,0.76,0.38,0.67,0.56,0.45,0.54,0.39,0.13,3.10,0.41,0.35,0.58,0.25,0.85,2.04,0.53,0.74,0.70,1.44,0.85,7.33,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.71,40.01,0.00,17.56,0.00,0.20,0.00,0.00,100.00,27.69,13.00,0.00,40.94,0.00,86.61,61.90,24.14,14.10,5.30,10.50,27.35,5.50,6.20,13.20,23.20,9.10,8.40,6.90,1.10,25.90,9.40,5.70,12.90,9.80,0.17,0.40,0.29,0.38,0.37,"6,308.00","2,400,149.73"
69945,53,033,029405,1400000US53033029405,53033029405,294.05,King,WA,Washing,"Census Tract 294.05, King County, Washington","5,798.00",382.00,"2,423.00",0.24,0.02,0.24,0.04,0.00,0.12,0.75,0.81,1.67,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.28,0.40,1.06,0.11,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.72,3.46,0.04,0.66,0.66,0.66,0.18,0.55,0.52,0.07,0.42,0.20,0.02,1.96,0.18,0.19,0.45,0.17,0.87,1.68,0.24,0.00,0.59,0.59,0.32,4.89,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,0.63,38.72,0.00,0.00,0.00,0.00,0.00,0.00,100.00,41.66,10.90,0.00,0.00,0.00,86.13,47.30,14.51,11.10,5.00,3.00,23.94,3.30,2.10,10.20,21.40,7.90,9.50,0.00,0.50,23.90,9.40,5.30,12.70,8.70,0.10,0.40,0.22,0.24,0.35,"6,383.99","2,490,291.52"
69946,53,033,029406,1400000US53033029406,53033029406,294.06,King,WA,Washing,"Census Tract 294.06, King County, Washington","5,223.00",373.00,"2,274.00",0.32,0.04,0.32,0.06,0.00,0.11,0.72,0.80,1.64,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.16,0.44,0.98,0.08,0.00,0.00,0.00,0.00,0.00,0.72,0.72,0.72,3.34,0.03,0.73,0.73,0.73,0.14,0.45,0.73,0.28,0.52,0.15,0.02,2.28,0.24,0.20,0.75,0.07,0.81,1.82,0.34,0.00,0.64,0.64,0.36,5.48,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.91,0.60,38.60,0.00,0.00,0.00,0.00,0.00,0.00,100.00,27.30,10.25,0.00,0.00,0.00,86.18,57.60,12.29,8.90,7.10,7.20,26.81,2.70,1.90,10.30,25.80,5.80,6.80,0.00,0.70,24.30,9.00,5.50,11.90,8.90,0.11,0.28,0.26,0.27,0.26,"6,669.71","2,709,189.45"
69947,53,033,029407,1400000US53033029407,53033029407,294.07,King,WA,Washing,"Census Tract 294.07, King County, Washington","4,954.00",435.00,"2,116.00",1.22,0.48,1.02,0.53,0.00,0.12,0.79,0.85,1.77,0.46,0.00,0.53,0.00,0.00,0.00,0.00,0.53,0.28,0.39,0.62,0.17,1.18,0.17,0.00,0.47,0.00,0.47,0.15,0.73,0.73,0.73,4.68,0.19,0.74,0.74,0.74,0.71,0.83,0.81,0.68,0.91,0.52,0.31,4.76,0.77,0.27,0.89,0.50,0.94,2.60,0.91,0.00,0.86,0.86,0.52,8.96,0.83,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,6.99,0.69,40.29,0.00,19.60,0.00,0.00,0.00,0.00,100.00,71.58,14.11,0.00,44.77,0.00,86.83,59.10,41.55,21.00,8.30,16.60,46.74,7.40,11.30,11.70,29.20,12.40,17.80,0.00,3.30,26.60,10.50,5.40,15.40,10.80,0.20,0.70,0.24,0.51,0.66,"5,378.51","1,356,454.64"
69948,53,033,029408,1400000US53033029408,53033029408,294.08,King,WA,Washing,"Census Tract 294.08, King County, Washington","4,087.00",394.00,"1,949.00",1.11,0.41,0.71,0.28,0.00,0.12,0.76,0.83,1.71,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.45,0.27,1.10,0.13,0.00,0.00,0.00,0.00,0.00,0.73,0.73,0.73,3.55,0.05,0.79,0.79,0.79,0.64,0.71,0.30,0.68,0.92,0.85,0.11,4.21,0.66,0.20,0.41,0.45,0.87,1.92,0.42,0.89,0.00,0.89,0.55,7.81,0.66,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,6.96,0.65,39.54,0.00,0.00,0.00,0.00,0.00,0.00,100.00,57.21,13.00,0.00,0.00,0.00,86.82,68.30,37.58,15.70,3.40,16.80,47.00,15.20,5.70,10.30,20.80,11.70,9.50,18.90,0.00,26.00,10.40,4.90,15.70,10.50,0.17,0.67,0.16,0.47,0.69,"5,777.22","1,250,347.36"
69949,53,033,029502,1400000US53033029502,53033029502,295.02,King,WA,Washing,"Census Tract 295.02, King County, Washington","7,757.00",573.00,"6,818.00",0.48,0.09,0.48,0.14,0.00,0.11,0.73,0.80,1.64,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.14,0.33,0.86,0.04,0.00,0.58,0.00,0.58,0.21,0.72,0.72,0.72,3.81,0.07,0.72,0.72,0.72,0.40,0.67,0.40,0.10,0.44,0.34,0.05,2.39,0.26,0.28,0.72,0.15,0.85,2.00,0.49,0.53,0.66,1.19,0.73,6.31,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.89,0.61,38.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00,24.41,12.04,0.00,69.67,0.00,86.13,56.20,24.98,14.10,4.10,3.90,24.58,4.90,3.50,12.00,25.40,7.50,8.30,1.00,0.80,24.80,9.60,5.30,13.60,9.60,0.12,0.46,0.22,0.36,0.46,"8,941.76","4,341,963.18"
69950,53,033,029503,1400000US53033029503,53033029503,295.03,King,WA,Washing,"Census Tract 295.03, King County, Washington","8,975.00",544.00,"7,292.00",1.55,0.64,1.15,0.63,0.00,0.12,0.82,0.85,1.79,0.46,0.00,0.50,0.00,0.72,0.00,0.00,1.23,0.59,0.39,0.31,0.09,0.79,0.03,0.36,0.77,0.00,1.13,0.54,0.73,0.73,0.73,5.66,0.40,0.79,0.79,0.79,0.82,0.84,0.40,0.87,0.89,0.55,0.32,4.69,0.75,0.09,0.81,0.29,0.90,2.09,0.58,0.46,0.38,0.84,0.51,8.42,0.75,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,6.99,0.73,40.08,0.00,14.78,0.00,4.64,0.00,0.00,100.00,44.67,15.20,13.07,100.00,0.00,86.76,68.70,50.21,21.90,4.10,25.40,44.94,7.90,11.40,7.60,27.10,9.60,12.50,0.50,0.10,25.30,11.10,4.30,17.90,10.50,0.14,0.81,0.09,0.47,0.85,"9,034.08","2,334,898.51"
69951,53,033,029504,1400000US53033029504,53033029504,295.04,King,WA,Washing,"Census Tract 295.04, King County, Washington","6,004.00",626.00,"3,786.00",1.32,0.53,0.92,0.45,0.00,0.12,0.77,0.84,1.73,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.09,0.13,0.61,0.01,0.00,0.70,0.00,0.70,0.27,0.73,0.73,0.73,3.77,0.07,0.79,0.79,0.79,0.75,0.82,0.95,0.88,0.99,0.67,0.31,5.37,0.87,0.18,0.74,0.57,0.88,2.37,0.79,0.00,0.66,0.66,0.37,9.19,0.86,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,6.96,0.66,39.83,0.00,0.00,0.00,0.00,0.00,0.00,100.00,16.02,14.67,0.00,93.44,0.00,86.80,67.80,44.20,20.70,13.80,26.40,60.88,10.10,11.30,10.00,25.60,13.40,10.70,0.00,0.80,26.90,11.40,5.60,17.00,10.80,0.21,0.85,0.27,0.51,0.80,"5,553.17","1,883,507.66"
69952,53,033,029601,1400000US53033029601,53033029601,296.01,King,WA,Washing,"Census Tract 296.01, King County, Washington","7,578.00",601.00,"4,791.00",1.12,0.42,0.72,0.30,0.00,0.11,0.75,0.83,1.69,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.18,0.38,0.95,0.07,0.00,0.67,0.00,0.67,0.26,0.73,0.73,0.73,4.04,0.10,0.75,0.75,0.75,0.67,0.80,0.49,0.47,0.73,0.45,0.05,3.66,0.54,0.17,0.86,0.58,0.90,2.51,0.87,0.00,0.70,0.70,0.40,7.62,0.63,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,6.92,0.63,39.48,0.00,0.00,0.00,0.00,0.00,0.00,100.00,30.21,11.27,0.00,89.02,0.00,86.96,61.20,39.15,19.70,4.70,11.00,34.79,6.40,3.50,9.80,28.40,13.50,12.00,0.00,1.10,25.00,10.60,4.80,15.80,10.20,0.13,0.72,0.15,0.43,0.70,"9,228.12","4,027,759.01"
69953,53,033,029602,1400000US53033029602,53033029602,296.02,King,WA,Washing,"Census Tract 296.02, King County, Washington","6,293.00",448.00,"2,597.00",0.61,0.14,0.61,0.21,0.00,0.12,0.79,0.85,1.75,0.45,0.00,0.53,0.00,0.00,0.00,0.00,0.53,0.28,0.39,0.14,0.81,1.33,0.29,0.27,0.40,0.92,1.60,0.89,0.75,0.75,0.75,5.96,0.47,0.60,0.60,0.60,0.23,0.43,0.42,0.08,0.17,0.15,0.08,1.55,0.12,0.21,0.74,0.04,0.82,1.82,0.34,0.00,0.38,0.38,0.16,4.35,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,0.68,40.33,0.00,18.69,0.00,0.00,0.00,0.00,100.00,23.45,5.56,1.58,32.47,12.52,89.28,39.30,16.92,8.50,4.20,3.40,17.08,2.70,4.60,10.60,25.70,5.00,7.20,0.00,0.10,23.00,9.30,5.70,12.30,8.10,0.07,0.37,0.29,0.17,0.30,"12,341.76","6,695,734.25"
69954,53,033,029700,1400000US53033029700,53033029700,297,King,WA,Washing,"Census Tract 297, King County, Washington","7,710.00",628.00,"9,822.00",1.81,0.75,1.61,0.89,0.00,0.13,0.90,0.91,1.94,0.53,0.00,0.75,0.00,0.83,0.00,0.00,1.58,0.71,0.41,0.54,0.28,1.23,0.21,0.66,0.64,0.00,1.30,0.63,0.75,0.75,0.75,6.80,0.66,0.65,0.65,0.65,0.75,0.55,0.83,0.77,0.90,0.77,0.57,5.13,0.83,0.69,0.52,0.65,0.82,2.68,0.93,0.76,0.88,1.64,0.94,10.10,0.95,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.06,0.90,42.51,0.00,77.94,0.00,21.45,0.00,0.00,99.14,65.17,12.77,75.40,83.12,0.00,89.42,45.50,44.50,10.90,8.90,20.00,45.38,12.50,18.50,18.80,22.40,14.60,7.00,8.40,4.00,29.60,10.20,7.60,14.00,11.00,0.36,0.62,0.71,0.54,0.50,"17,572.17","11,280,798.02"
69955,53,033,029801,1400000US53033029801,53033029801,298.01,King,WA,Washing,"Census Tract 298.01, King County, Washington","9,802.00",729.00,"5,123.00",1.49,0.62,1.49,0.83,0.00,0.15,0.93,0.91,1.99,0.55,0.95,0.67,0.00,0.71,0.92,0.00,3.25,0.98,0.42,0.39,0.51,1.31,0.27,0.49,0.69,0.00,1.19,0.57,0.73,0.73,0.73,8.47,0.92,0.68,0.68,0.68,0.48,0.52,0.56,0.72,0.71,0.52,0.15,3.65,0.53,0.15,0.71,0.28,0.77,1.91,0.41,0.57,0.45,1.02,0.68,7.25,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.19,1.02,42.81,7.52,52.13,0.00,3.84,8.16,0.00,98.34,51.97,8.97,33.86,92.84,0.00,87.10,49.70,28.68,10.40,5.30,18.10,33.64,7.30,6.80,9.30,25.20,9.40,5.10,1.50,0.20,24.90,9.90,5.50,13.70,8.90,0.13,0.54,0.26,0.27,0.47,"14,048.00","8,062,337.76"
69956,53,033,029802,1400000US53033029802,53033029802,298.02,King,WA,Washing,"Census Tract 298.02, King County, Washington","9,316.00",837.00,"4,695.00",1.04,0.38,1.04,0.55,0.00,0.16,0.93,0.95,2.04,0.57,0.00,0.52,0.00,0.00,0.99,0.00,1.52,0.69,0.46,0.41,0.37,1.24,0.21,0.41,0.67,0.00,1.08,0.52,0.73,0.73,0.73,6.61,0.62,0.66,0.66,0.66,0.43,0.49,0.39,0.22,0.36,0.54,0.12,2.53,0.29,0.36,0.55,0.36,0.83,2.10,0.59,0.43,0.66,1.09,0.69,6.38,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.21,1.06,45.28,0.00,18.22,0.00,0.00,85.18,0.00,91.36,53.76,11.39,20.12,88.22,0.00,87.08,46.40,26.32,9.60,4.00,6.20,22.25,7.70,5.90,13.30,22.80,10.50,7.70,0.30,0.80,25.80,9.70,6.10,13.10,9.20,0.16,0.49,0.37,0.31,0.40,"12,346.04","6,871,857.14"
69957,53,033,029901,1400000US53033029901,53033029901,299.01,King,WA,Washing,"Census Tract 299.01, King County, Washington","4,533.00",323.00,"2,901.00",0.84,0.26,0.84,0.38,0.00,0.17,0.94,0.96,2.07,0.58,0.00,0.44,0.00,0.00,0.95,0.00,1.40,0.64,0.45,0.37,0.40,1.22,0.20,0.00,0.70,0.00,0.70,0.27,0.72,0.72,0.72,6.10,0.50,0.59,0.59,0.59,0.30,0.40,0.56,0.23,0.26,0.29,0.03,2.08,0.20,0.25,0.76,0.22,0.74,1.97,0.47,0.68,0.51,1.19,0.73,5.83,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.26,1.12,46.69,0.00,7.66,0.00,0.00,19.19,0.00,93.48,50.47,10.89,0.00,93.41,0.00,85.43,37.90,20.37,7.90,5.30,6.40,19.74,4.40,2.60,11.30,26.10,8.60,4.50,4.30,0.30,23.30,9.70,5.80,13.30,8.30,0.08,0.49,0.31,0.20,0.42,"7,995.85","3,909,275.44"
69958,53,033,029902,1400000US53033029902,53033029902,299.02,King,WA,Washing,"Census Tract 299.02, King County, Washington","4,821.00",357.00,"4,739.00",1.13,0.43,1.13,0.61,0.00,0.16,0.94,0.96,2.05,0.57,0.00,0.75,0.00,0.63,0.94,0.00,2.31,0.89,0.44,0.19,0.71,1.33,0.29,0.54,0.67,0.88,2.09,0.95,0.75,0.75,0.75,8.54,0.92,0.62,0.62,0.62,0.18,0.50,0.08,0.06,0.12,0.41,0.05,1.40,0.10,0.50,0.43,0.48,0.85,2.26,0.71,0.62,0.00,0.62,0.35,4.89,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.22,1.08,45.94,0.00,75.87,0.00,0.27,11.80,0.00,95.68,31.10,6.67,43.28,88.97,2.37,89.61,42.00,14.31,9.80,1.70,2.80,15.47,5.80,3.80,15.70,21.10,12.10,8.50,2.20,0.00,26.10,9.60,6.40,12.40,9.40,0.18,0.46,0.43,0.33,0.32,"12,384.33","6,298,357.91"
69959,53,033,030003,1400000US53033030003,53033030003,300.03,King,WA,Washing,"Census Tract 300.03, King County, Washington","6,524.00",419.00,"3,381.00",1.14,0.44,1.14,0.63,0.00,0.17,0.92,0.93,2.01,0.56,0.94,0.68,0.00,0.00,0.00,0.00,1.62,0.73,0.39,0.30,0.36,1.04,0.10,0.00,0.53,0.00,0.53,0.18,0.44,0.44,0.44,5.65,0.40,0.71,0.71,0.71,0.55,0.54,0.66,0.58,0.73,0.91,0.14,4.12,0.64,0.57,0.58,0.34,0.85,2.34,0.77,0.64,0.59,1.23,0.74,8.40,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.26,0.97,43.65,5.33,56.05,0.00,0.00,0.00,0.00,100.00,43.78,11.67,0.00,58.86,0.00,38.73,54.60,32.62,10.80,6.20,13.80,34.97,18.50,6.70,16.90,23.10,10.30,8.30,2.80,0.50,27.50,9.70,6.50,12.90,9.70,0.24,0.49,0.45,0.37,0.37,"12,362.19","4,683,400.58"
69960,53,033,030004,1400000US53033030004,53033030004,300.04,King,WA,Washing,"Census Tract 300.04, King County, Washington","8,888.00",897.00,"2,832.00",1.62,0.67,1.22,0.67,0.00,0.17,0.93,0.93,2.03,0.56,0.00,0.45,0.00,0.00,0.89,0.00,1.34,0.63,0.39,0.19,0.32,0.89,0.05,0.00,0.77,0.00,0.77,0.32,0.71,0.71,0.71,5.74,0.42,0.83,0.83,0.83,0.61,0.73,0.74,0.88,0.89,0.65,0.30,4.79,0.77,0.04,0.80,0.41,0.85,2.11,0.59,0.66,0.38,1.04,0.68,8.76,0.80,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.26,1.03,43.92,0.00,8.62,0.00,0.00,3.48,0.00,100.00,31.01,12.28,0.00,100.00,0.00,84.75,74.50,35.39,16.30,7.20,26.00,44.20,9.70,11.00,5.80,27.00,11.20,8.50,3.20,0.10,22.00,10.80,3.80,16.60,8.90,0.06,0.76,0.05,0.27,0.77,"5,983.99","2,193,988.69"
69961,53,033,030005,1400000US53033030005,53033030005,300.05,King,WA,Washing,"Census Tract 300.05, King County, Washington","5,919.00",407.00,"2,450.00",1.53,0.63,1.13,0.61,0.00,0.17,0.95,0.97,2.08,0.58,0.00,0.00,0.00,0.00,0.88,0.00,0.88,0.50,0.39,0.48,0.36,1.22,0.20,0.00,0.77,0.00,0.77,0.32,0.72,0.72,0.72,5.67,0.40,0.79,0.79,0.79,0.68,0.84,0.44,0.31,0.69,0.78,0.17,3.91,0.59,0.20,0.84,0.22,0.88,2.13,0.61,0.95,0.45,1.40,0.82,8.23,0.72,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.27,1.14,47.10,0.00,0.00,0.00,0.00,2.49,0.00,100.00,59.70,11.61,0.00,100.00,0.00,86.51,68.30,39.62,22.00,4.40,7.80,32.97,12.80,7.50,10.40,27.80,8.60,10.20,30.10,0.20,26.70,10.70,5.30,16.00,10.90,0.20,0.74,0.22,0.52,0.71,"6,420.06","2,239,466.96"
69962,53,033,030006,1400000US53033030006,53033030006,300.06,King,WA,Washing,"Census Tract 300.06, King County, Washington","3,964.00",352.00,"4,854.00",1.45,0.60,1.05,0.56,0.00,0.17,0.95,0.98,2.10,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.40,0.04,0.82,0.04,0.00,0.77,0.00,0.77,0.32,0.54,0.54,0.54,4.22,0.12,0.81,0.81,0.81,0.66,0.81,0.50,0.93,0.92,0.95,0.71,5.47,0.89,0.51,0.37,0.71,0.92,2.51,0.87,0.51,0.59,1.10,0.70,9.88,0.93,0.00,1.00,0.00,0.00,1.00,2.00,0.40,0.00,7.29,1.19,48.52,0.00,0.00,0.00,0.00,0.00,0.00,100.00,52.48,16.17,0.00,100.00,0.00,54.62,71.40,38.60,19.90,4.80,31.70,46.96,22.10,23.20,15.80,20.30,15.60,14.30,0.80,0.50,30.60,10.40,6.30,15.20,12.50,0.42,0.67,0.41,0.69,0.64,"5,982.52","2,283,573.18"
